country,show_id
United States,80222326
,70235768
,80177406
,81077044
,81053240
,81167011
,80043834
,81157840
,80244900
,80211134
,70271601
,80136786
,80136788
,80136787
,80136454
,80204433
,80089199
,80043049
"United Kingdom, United States, India",80044545
,80070182
,80176234
,80992769
,81191228
"United Kingdom, India",81192594
,81006356
,81025935
,81020508
,80201824
,80203782
,80201829
Canada,80126016
,80202089
,80203789
,80193423
,80201825
,80028360
,80203783
,80142617
,80201823
,80190841
,80115858
,80183199
,80158547
,80206827
,80202090
United States,80203790
,80158391
,80201822
"United Kingdom, United States",80123743
,70258995
,70208801
,70260383
,80123744
,70204970
,70105699
,70124999
,80088507
,80080727
,80990869
,80187205
,80097472
,80075009
,70293417
,70280748
,81034012
,81191500
,81019031
United Kingdom,80148070
,80155812
,80183198
,80164456
,80174434
,80075476
,80158148
,80119451
,80239565
,80187722
"United States, China",81021082
,80201868
,80189221
,80240972
,80103282
,80134526
,80127559
,80005501
,81132441
,81078819
"Canada, United States",80223997
,81191666
,81133621
,81038598
,81016322
,81015994
,80198288
,80147323
,81172568
,81171871
,81019771
,80210932
,81003880
,81015317
,80205204
,70245168
,70235731
,80003481
,81168338
,81103033
,60002273
,70297962
United States,269880
,60029167
,60020891
,347365
,60003242
,60027726
,81166946
,81167065
,81113888
,70023961
United States,60027716
,70287957
,81113890
,81168345
,60020892
,81164752
,81113886
,60028097
,70065112
,70083108
,70184050
,81168347
,81003460
,81113887
,81168348
,70095135
,81168340
United States,60023597
,81002876
,70058017
,70058024
,70011211
United States,70271599
,70020699
,60003540
,1181550
,70170051
,80987077
,70021630
,81043753
,60001761
,70041963
,70058025
,70128696
,70077542
,81168342
,81165772
,510854
,60000921
,80188730
,81167083
,81168343
,70044605
,18021979
,81168344
,70020750
,70105596
,60037022
"United States, Thailand",60034571
,81167047
,70053456
,80173150
,81168341
,81168346
,80137461
,81012857
,70123116
,80190101
,81024712
,70112494
,80215922
,70113306
,70113305
,80032472
,81024703
,81012402
,70181653
,80048200
,81025884
,80032474
,80032476
,70127589
,80225696
,80104130
,80032473
,70090035
,81024713
,70117268
,70211216
,70140322
,81024696
,70303428
,70125882
,70101039
,70123121
,80152182
,70229042
,70042756
,80187618
,81024704
,70229047
,70229555
,70213515
,81018563
,81018565
,70114948
,80190103
,81024729
,81012427
,80032477
,81024711
,81025908
,70303495
,70303429
,80084768
,70096752
India,70229046
,80084767
,81024701
,81031355
,70229048
United States,70292836
,80141767
United Kingdom,70139542
,70039175
,70225597
,70123119
,70150437
,80084667
,70099118
,81024705
,80198771
,80062096
,70291096
,70130483
,80031038
,80065930
,80112370
,70165189
,70197459
,80095193
,70246439
,80158155
,80202539
,80063617
,80191075
,80204401
,80202503
,70257412
,80118280
United States,80135360
United States,70286355
,80150246
,80156995
,80017272
,80075828
,80095089
,80208176
,80116741
,80204400
,80063290
United States,80187223
,80190518
,80002999
,80157275
,80162195
,80106036
,80198687
,80162246
,80112371
,80189209
,80208413
,80111818
,80116939
India,80128277
,80094453
,80128338
,80111650
,70153553
,80111554
,80098709
,80111556
,80092849
,80107372
,80138584
,80006232
,80106138
,70205018
,80111683
,80038288
,80109089
,80061797
,80111845
,80048100
United Kingdom,70206821
,70206816
,60022914
,70206818
,70206819
,70206822
,70206820
,70206823
,70206824
,70206825
,70206826
,81029831
,80194289
,80191219
,81005091
,80169786
,80190859
,80218634
,81022683
,80114869
,80057250
,70243445
,80201542
,81079723
United States,81003058
,80236993
,80057565
,81016857
,81002596
,81002597
,80148275
,80127886
,80176771
,80080491
,80046777
,60024976
,80185003
,80173002
,81092045
,81153751
,81034600
,81209203
,81058497
,80167628
India,81165326
India,81053961
,81142595
United States,81029848
,80225421
,80204460
,70209267
,70306305
,70262831
,70113005
,70052286
,80114460
,81206389
,80117461
,80127600
,81193313
,81197050
,81213894
,80205593
United States,80238204
,80230507
,81041515
,80191074
,80990725
,81016327
,81004245
,81033200
,81002951
,81039383
United States,81018377
,81021528
,80991809
India,70117294
,70117582
,80163294
,80119411
,81082007
,81172754
,81120982
United States,81227195
,81172841
,81172899
,81094391
,81172908
,81152641
,81172901
,81033086
India,80156799
Spain,80997965
,81018979
,60020826
India,80226242
,70101696
,81194544
,80995081
,81177504
,80175798
,80216094
,80227995
,80239961
,80219019
,81062293
,80235524
,81035121
,81140259
,80241855
,81215481
,80147529
,81018860
,80141787
,80109415
,80049871
,81218079
,60028294
,80125671
,80198001
,80174220
,80103512
,80199051
,80198545
,60020948
,70235384
,569355
,81208888
,60022645
,80235857
,80225915
,80196379
,80198859
,80216180
,80244846
,80159876
,70091304
,80244700
,81218074
,80245262
,80199682
,80214115
United States,80203522
,80097141
,80107037
,80077402
,80107219
India,60023606
,80241539
,81026188
,80080109
,80993625
Canada,80988835
,80208104
India,80134827
,80127558
,80158084
,80124725
,70267398
,81152643
,80108983
,292118
,70003046
,80221584
,70053833
,70122722
United States,81217738
,80081990
,60004471
,60022413
,81011957
,70058022
,60022502
,80244683
,80028357
,81217739
,60031884
,70117289
,28631236
,70121502
,70215455
,506464
,60003508
,70105132
,60004083
,70087538
,1181661
,60011552
,70044693
,70173046
,70039187
,70044686
,80180600
,80989043
,81021831
,81021832
,80201866
,80239932
,81215856
,81214223
India,80045925
,80027560
,70135899
,81215437
,81215438
,81214187
,80160987
,81215439
,70178618
,70292700
United States,81214214
,81020531
,80215086
,80242446
India,80241877
,80085566
,80124722
,70243696
,70243692
,81073633
,81152642
,81105522
,70230138
,70083532
,80177865
,80117534
India,80115031
,80120640
,80079470
,70127998
,81191473
,81019520
,80160504
,80158168
,80160759
,80209608
,80182622
,80175694
,80016471
,80123729
,70189289
,80013267
,80046819
,70293315
,80177400
,81037898
,80997085
,81004099
,80200267
,80242926
,80216621
,70113538
,81179844
,80244457
,81196441
,81162089
,81217737
,81076114
,80217594
,81033650
,80093820
,80183187
,81179882
,70124331
,81179821
,81033645
,81217749
,80238391
,70291121
,80242491
,81179864
,81035105
,81018295
,80224054
,81038832
,81035109
,81030893
,81035104
,80075824
,81035108
,81035107
,81028556
,81028574
,81028560
,80196044
,80122177
,80136925
,70040076
,80009361
,80166471
,80119125
,80117532
,70260514
,80127995
,81156627
,81096745
,81163776
,80191804
,80191109
,80004534
,70213466
,81034946
,80222787
,80244848
,80193978
,80147403
,80058424
,80049065
,81078466
,80060034
,80205085
,70117297
,81200229
,81152923
,80131563
,80091658
India,70286533
,80237420
,70174733
,80175822
,80183088
,80198018
,80127990
,80134093
,80134279
,80234414
,70044870
,26597413
,80245356
,81193616
,81082327
,18002692
,81024100
,60027583
,81184735
India,60002033
,70046968
,81154982
,81063129
,81074542
,382650
,70044705
,449931
,81189912
,80215046
,60036838
,81179693
,485218
,1192866
,11819434
,516788
,70048968
,542137
,60021796
,60031247
,60000577
,80241387
,70039241
,80227818
"Brazil, United States, India",80231468
India,81083786
,80153894
,1179333
,70118779
,653673
,70020947
,70117305
,701346
United States,70111489
,709163
,709380
,1150871
,70082264
,81104406
,1179583
,70044595
,60011729
,70044883
,22497725
,60021590
,60023638
,81075744
United States,70031792
,70100383
,60002403
,17236920
,923574
,81152930
,973861
,70058796
,70047101
,81189396
,70093991
,60033247
,70060000
,70295067
,70031779
,1178866
,60033312
,81030409
,80182016
,684847
,81150305
,20557937
,60027695
,60031303
,848915
,60022980
,60003961
,81035120
,70060005
,70266992
,80218819
,70084791
,81170694
,70123542
,70107499
,70123117
,70100644
,80057750
,70229045
,70139073
,81024731
,70219525
,16914787
,81020545
,80039595
,70123120
,80224055
,70052249
,70084775
,70114588
,70185139
,80232501
,80210147
,80224606
,80058851
,80175945
United States,70219528
,80241947
,70241088
,70068799
,70229044
,70254349
,70254342
,80084838
,70254346
,70229040
India,70056663
,80067906
,70071832
,70273401
,80097390
,70106268
,80039594
,70139076
,70109758
,70123126
,70303431
,70254351
,70275076
,80189997
,81015100
,80076581
,81014239
,81025404
,80182949
,70060017
,70266675
,80155792
,70108590
,81024728
United States,70185141
,80201826
,80158388
,80203778
,80201820
,80103312
,80202605
United States,80203791
,80079229
,80080145
,80198850
,80216270
,80157797
India,80032364
,80203786
,80032097
,80156684
,80187302
,80174727
,80157276
,80157297
,80157566
,80157488
,80157714
,80201827
,80179288
,80203780
,80216215
India,80211371
India,80144358
,80111881
,80112186
,80112079
India,80112077
,80112075
,70303291
,80097360
,80006168
,80093212
,60000545
,80025702
,80156369
,1145882
,70288423
,70290568
,70141644
,81035836
,81044103
,81072917
,70142542
,81035855
,81035845
,81035856
,81035857
,80134780
United States,80180684
India,80180681
,80180710
,80180545
,80163296
,80180588
,80163532
,80180591
,80163533
,80221308
,80213657
,80217133
,80059440
,81087762
,81082953
,81104339
,81082781
,81104372
,70118125
,81016592
India,81067760
India,70172928
,80101493
,80235472
,80177300
,80100933
,80189866
,80106793
,80124727
,80117263
,80126879
,80087897
,70084180
,80193475
,80195964
,80213024
,80244782
,80144280
,80209866
,80241666
,80167648
,80047032
,80202874
,70109249
,80993095
,80218448
,70045644
,70025612
,80237006
,80160033
,81111849
India,80083930
,80083752
,70185023
,80200549
,80189827
,70202150
,81010699
Canada,70299863
,80133554
,80994596
,80219707
,81031939
,81028570
United States,80207066
United States,81035867
,80244640
,80999729
,80198137
,80225312
,80992499
,80176342
,81087094
,80221447
,81013657
,80994222
,80063265
,80993756
,81034931
India,80202903
,80990935
,80167459
,80164778
,80068327
,80087933
,80993739
,80084666
,80192137
India,80195049
,80186850
,80117765
,81029429
,81046255
,80218306
,80211638
India,80197889
,80220758
,81036190
,80165083
,80134781
,80100106
,81057229
,80213536
,80151384
,80098046
,80091779
,80091783
,80098047
,80091781
,80091778
,70212980
,80038335
,80011852
,80121348
,81011598
,81005364
,81035880
,81103139
,70143369
,81096151
,70259801
,80244271
,80990658
,80133663
,80117082
"Switzerland, India",81043473
,80091267
,80182919
,80121973
,80115466
,80176819
,80173481
,80142223
,80080768
,81061407
,80161216
,80218111
,80996626
,80047200
,81103108
,80999455
,80236341
,81041271
,80216758
,81092192
,70083809
,80028529
,70154110
,80998967
,81038047
,60021906
,70142827
India,70149579
,70109375
India,70289558
,81085319
,70117577
,80227554
,70158421
,20258084
United States,80097814
India,70241757
,80133551
,81110388
,80220311
,81110389
,81112772
United States,70111279
,81123050
,81037237
,81087124
,70007056
,70035357
,80108481
,70153178
,70073018
,80994416
,80243408
,80994418
,70050576
,70253596
,70273371
,80157133
,80122237
,80157083
,80098287
,24081514
,80047031
,80157564
,80178078
,80104330
,81053958
,81094666
,80992787
,81036199
,80097726
,80223928
,81065331
,80186940
,80120740
,81077874
,81098013
,80117736
,80174364
,80114666
,80157866
India,80161029
,81039410
,81012340
,70242536
,70287630
,80192065
,80143556
,80184379
,81092779
,81092776
,81092778
,80216541
,80241986
,80987113
,80197989
,80194950
,70261058
,70204288
,80057278
,70293703
,80165853
,80161108
,80082660
,80028359
India,81076049
,60031264
India,81059956
,81094667
,81069255
,81094083
,80208082
,81080637
,81049260
,81017593
,81062075
,70270364
,81093342
,70056441
,419733
,80156137
,81021631
,80241044
,80213148
,80150390
,80993495
,80229034
,70213130
,80192548
,80232330
,80103425
,80170875
India,80990815
,80990816
,80081705
,80990829
,80238110
,80229102
,80241876
,80990811
,80066146
,80229286
,80224106
,80206732
,80990810
,80235766
,80235767
,80235853
,80236099
,80235854
,80990814
,80245268
,80227186
,80228322
,80204739
,80228923
,80223149
,80179373
India,80233962
,80233493
,80990813
,80220531
United States,80134149
,80115133
,80176698
,80165848
,70275753
,70295762
,80165849
,80158395
India,70275774
,80103430
,80165850
,80103372
,80068117
,20764666
,70268209
,80165851
,70129415
,80095094
,80156763
,80156857
,70268489
,80159732
,80178720
,80106505
,80015785
,80097361
,80176716
,80132961
,80165857
,70258366
,80165732
,80165854
,80083589
,80032081
,17457962
,80182105
,80165855
,70273637
,70176968
,80173605
,80165856
,70308135
India,80101903
,80093103
,80102305
,70176655
,80161848
,80185171
,80209796
,80152434
,70309693
,80107737
,80152742
,80107370
,80095233
,80998491
,80242036
,70270362
,80192577
,81049445
,81074140
,81026095
,80179831
,80184676
,81024044
,81033727
,60023618
,81049413
India,70113532
,70074299
,80995799
,80214772
,17687959
,70100377
,80189630
,81010867
,81010865
India,81010874
,80075018
,80238357
,70260374
,80190180
,80150002
,80079265
,80083977
,81091015
,80238080
,296682
,60037606
,80174617
United States,516154
,80170187
,80174137
United States,80038296
,80011848
,80214405
,70100381
,70110919
,80221560
,80200961
,80214580
,80085013
,81077597
,80049193
"United Kingdom, Canada, United States",70039783
,81010871
,81004270
,80224924
,70051671
,80144408
,81038545
,81044496
,80235932
,80170720
,80176592
,80170381
,80142103
,80179907
,80152842
,80049928
,80131168
,80119190
,80119187
,80048568
,80178464
,70202593
,60027942
,80115857
,70281026
,70304244
,80119193
,80119189
,80173770
,80173896
,80097423
,70259177
,81025019
,80993794
United States,80117458
,80143362
,80201200
,80145087
,80183197
,80148210
,70128549
,70069233
,80206395
,80018336
,80180509
,80145255
,70230147
,80105067
,80123950
,81033429
,80188579
,80992232
,80189898
,80145533
,80200571
,81049739
,80223793
,70129463
,80170767
,81012998
,80127927
,80134826
,81047902
,81047897
,80216988
,80213803
,80175623
,81002880
,80222896
,81038046
,81049479
,80101096
,80202809
,80206758
,80162210
,80126485
,80082242
,70251816
,70202151
,80999996
,80222788
,80169617
,80144454
,80242378
,80184068
,80171733
,80245408
India,80044566
,80189632
,80230265
,81076756
,80991158
,80208298
,81049348
,80169469
,80148239
,70230412
,80220655
,81010863
,80162503
,80150350
,80160692
,70060865
,80157890
,80164752
,80135149
,80171965
,80100945
United States,80195967
,81033107
,81049315
Germany,81048554
Germany,81002451
,80170245
,80117291
,70105459
,80207444
,81033516
,81075235
,81072516
United States,70283202
,70140447
,80156212
,70296742
,80095531
,80097594
,80192139
,80192063
,80218656
,80095806
,80013550
,81037077
,81047798
,80189216
,80092781
,81019338
,80132964
,80117824
,80058460
,80076467
,80049951
,80031800
,80017171
,81045888
,80108984
India,80113090
,80158577
,80132738
,70175439
,80204923
,80112916
,80223734
,70307848
,70105599
,80114919
India,60029366
India,80100260
,80017170
,70028197
,81013990
India,80171678
,81074015
,81041273
India,70108985
,81004374
,80988860
India,70045356
India,70203594
,70253171
,70109657
,70020728
,81024308
,80174608
,81049381
,81031178
,70056425
,81050198
,80124723
,81034771
,80239442
,80238299
,80201814
,80201604
,80192244
,80235957
,80226021
,80235139
,80147758
,80201608
,80241537
,80241616
,80239642
,80173925
,70041893
United States,80238298
,80234795
,80238400
,80215154
,80239738
,80206360
,80237300
,60021758
,70095265
,80117240
,80098842
,80156935
,80102080
,80092884
,80023794
,81060041
,70090072
,80145621
,80100268
,80206696
,81010870
United States,80226234
,80081274
,80134967
,70210484
,81049544
,81049511
,80192187
India,80174917
,80189653
,80135585
,80094387
,80094386
,80214087
,80216664
,80017535
,81049674
,81049707
,80219917
,80174144
,80073289
,80220677
,80229829
United States,80141173
,80134515
,80134521
,80081170
,80097003
,80134516
,80134606
,80134518
,80134330
,80038298
,80134500
,80038353
United Kingdom,80038354
United Kingdom,80038439
,80038440
,80134604
,80134524
,80038355
,80038441
,80134433
,80134436
,80134514
,80134398
,80134520
,80134420
,80134501
,80161700
,80134399
,80160127
,80134438
,80134435
,80134519
India,80134434
India,80160357
India,70299745
,80038527
,80038445
,81059183
,81024332
,80987464
,80156925
,60002907
,80207473
,80001101
,80990534
,70111265
,70024098
,80071907
United Kingdom,70020730
,80202258
,80057137
,81045720
,70236016
,81069249
,81083971
India,80200047
,80156772
,81016361
,81055395
,70077556
,80994738
,70100412
,60021299
,70129374
,80167647
"United Kingdom, United States",80215076
,80184973
,80203919
,70229921
,70021551
,80175151
,80232404
,60036746
,60036613
,80219180
,80214584
,17671454
,60036617
,70294790
,70063017
,60003401
,80224605
,70021253
,70138498
,80188099
,70025303
,70048905
,80223227
,80223195
,80236906
,80238297
,80235958
,80238296
,17969262
,80223317
,70012334
,80106947
,80082014
,80235325
,70291094
,70250369
,80223230
United States,80059049
,60032008
,60037397
,80223228
,70001082
,80238291
,80158247
,60035875
,70244982
,70065769
,70099702
,80238637
,80188777
,80238293
United States,80132381
,80023851
,70019491
,70304187
,60001670
,80196367
,70134669
,80202728
,80238294
,80023853
,80244078
,80238292
,80238190
,70304188
,70304186
,70304189
,70143440
Australia,20717860
,80201833
,80238295
,80223190
United States,70125935
,60021903
,70001564
,80172593
,70175127
,80038168
,80172475
,80172471
United States,80121845
,80144119
,80097072
United States,80172468
,80165917
,70155788
,80119382
,80103424
,80158817
,70285730
,80172469
,80097530
,80092404
,80092850
,80093127
,80041089
,80178564
,80103734
,81061410
,60024935
,80168189
,80244709
,80194946
,80147919
,80159025
,81025973
,80121387
,80227090
,81113918
India,81029736
,81051688
,81113921
,81006334
,80211563
,80173387
,81013112
India,70290904
,80225953
,70294793
,81030855
,81035852
,80079473
,80018328
,80996787
,81035881
,81035843
,81035837
,80039136
,81035884
,81035863
,81035858
,81035882
,81035847
,81035859
,80223226
,81076055
United States,80996790
,70181716
,70270388
,80186608
,80042309
,80169554
,80114804
,80237423
,70117293
,80241689
,80121841
,81093122
,70293788
,81039384
,70245034
,80220676
,80173623
,80109341
United States,80095411
,80244783
,80144311
,80109145
,80117455
,80132626
,80106124
India,81145270
,81128584
India,80198478
,80191989
,80097225
,80242720
,80238434
,80217569
,80240691
,80015210
,80134080
,80183051
"Canada, United States",81130373
,81010818
,81091378
Canada,81136964
,81088332
,81121055
United States,80233215
,80241779
,80091936
,81110498
,81081051
,81060096
,80133553
,81092491
United States,70236020
,81002747
,81075239
,80165918
India,80192018
,80200015
United States,80161640
,80108952
,80996192
,81090899
,81095399
India,80996455
"United Kingdom, United States",80038207
,80171598
United States,80160994
,80191356
,80191357
,80087548
,80097641
,80097349
,80231602
,80179900
,26009364
,80237975
,80238351
,80143794
,70026432
,80155477
,80038420
,81035849
,80195901
,80128245
,80988793
,80219802
,80993655
,80167644
,80027041
United States,81018067
,80220422
India,81033473
,81035870
,80209013
,81033445
,60024788
,80166185
,81035868
,81035877
,81131274
,81035876
,81035875
United States,81035866
,81027187
,81035879
,81035871
,80173234
,80151644
,80185223
,80005588
,81028895
,70038131
India,81110386
,80108430
,70135893
,80121844
,80133117
United Kingdom,80158750
,80176840
,80095626
,80216302
,81017094
United States,80241071
,80233611
India,80993106
,80160814
,80993404
,81092781
,81001090
,81083891
,81092780
,81092783
,81136963
,80195801
United Kingdom,80999727
,80993088
,80076698
,80038159
,80037691
,80998296
,80094358
,81081067
,70305217
,81123052
Belgium,81035887
,81113927
,70302572
,81108280
,81027195
,70074315
,81002885
,80991033
,80244547
,80184100
,80131280
,80991026
,80243582
,80243473
,80164206
,80187684
,80160726
,80104706
,80158770
,70302844
,80213322
,80245601
,80222951
,80242619
,80230561
,80238711
,70267830
,81035853
,81035841
,80220816
,81147766
,81035889
,81088277
India,81035874
,81035883
United States,81035848
,80176756
,80168221
,70261178
,81002929
,80221016
,80222188
,80221640
India,81044608
,80163409
,60001104
,80132601
,80163277
,80176866
,80162114
,80163369
,80114989
United States,80163266
,81092768
,81092766
,70060018
,70202141
,80188935
,81032375
,352989
,81034775
,81062606
,81092767
,81092909
,81070008
,70098605
,81077539
,20129240
,70108017
,70011219
,80097424
United Kingdom,80203143
,81068732
,60026155
,80994443
,80245442
,80190515
,80229216
,80048218
,60033300
,70011206
,80998558
,80168167
,80245626
,80196584
,80157084
,80158580
,80108609
,80144804
,80139214
,80106038
,60000901
,80158769
,80158579
,80121872
,80158920
,80107736
,80148967
,70057994
,80157207
,80176449
,80156937
,80035684
,80175277
,80158546
,80156936
,80121871
,80121843
,80124091
,80157244
,80158581
,60023237
,80103006
,80097532
,80105085
,80093213
,80103623
,80032640
,81098589
United States,80221446
India,81088333
,80991107
,80048977
,70189282
,80119249
,80160516
,80160391
,80160597
,80117747
,70228154
,80104622
India,80004286
,81039323
,80192064
,80176715
,80168029
,80245121
,80177339
,80170277
,80097355
,81078217
,81108281
,70122316
United Kingdom,80102266
,80099089
,70303706
,80236408
United States,81039161
United States,80240537
,80997870
,80244539
,60001377
,80039813
,81151899
,81030976
,81017011
,80213715
,80999990
,80999991
,81000000
,80162192
,80211648
India,70074100
,70224969
,70261273
,70250364
,80198632
,70143241
,80210294
,70278933
,80093198
,81018141
,81015524
,70124965
,80999107
,80992365
"Chile, Argentina, United States",80195835
,80171022
Mexico,80192135
,80236421
,80242950
,80212251
,81092331
,80173485
,81028404
,81032626
,80198508
,80228239
,80233104
,80228129
,81032659
,80155932
,80994020
,80049094
United States,80049177
,80025495
,80023689
,70278930
,80038337
,80053475
,80999986
,80022605
,80029901
,80037478
,80236236
,80007777
,80999987
India,81000015
,80999982
,81005453
,80999989
,70218312
India,80185321
,70298116
,80213658
,80232989
,80014857
,80145512
,81128790
,80225024
,70108777
,80217743
,80233419
,70259259
,80017021
,70099615
,70034607
,70118801
,80213654
,80158802
,70117354
,81036524
,70025372
,70123160
,70299270
,80017280
,80155863
,80107087
,81035840
,81144516
,80195962
,80185070
,80138672
,80186829
,80013547
,80115874
,80191000
,70242629
"United Kingdom, United States",80242137
,80241590
,81072109
,80244472
,80190463
,80164164
,80997613
,81092325
,80186926
,80996338
,80230423
,70053885
,70301275
,80073823
,70299859
,80027378
,70266679
,1005494
,81116487
"Canada, United States",80998968
,70272893
,80233223
,80232891
,80180376
,80183329
,80192842
,80154884
,81113926
